ident,type,description,mhz
TBPB,APP/DEP/D,APP/DEP/D,120.700
TBPB,APP/DEP/D,APP/DEP/D,121.200
TBPB,APP/DEP/D,ADAMS APP/DEP/D,128.850
TBPB,ATIS,ATIS,132.725
TBPB,GND,ADAMS GND,121.900
TBPB,TWR,ADAMS TWR,118.700
TDCF,TWR,TWR,118.700
TDPD,TWR,TWR,118.900
TFFF,APP,FORT DE FRANCE APP,121.000
TFFF,ATIS,ATIS,127.850
TFFF,GND,GND,121.900
TFFF,TWR,FORT DE FRANCE TWR,118.500
TFFG,APP,JULIANA APP,128.950
TFFG,CTAF,CTAF,123.500
TFFG,TWR,TWR,118.700
TFFG,UC,UC,119.200
TFFJ,AFIS,St. Barths Information,118.450
TFFM,AFIS,AFIS,119.300
TFFM,APP,RAIZET APP,121.300
TFFR,APP,RAIZET APP,121.300
TFFR,ATIS,ATIS,127.600
TFFR,GND,GND,121.850
TFFR,TWR,RAIZET TWR,118.400
TGPY,APP,APP,119.400
TGPY,GND,GND,121.900
TGPY,TWR,TWR,118.900
TGPZ,TWR,,118.600
TIST,A/D,SAN JUAN CNTR,128.650
TIST,APP,ST THOMAS APP,118.800
TIST,ATIS,ATIS,124.000
TIST,CTAF,CTAF,118.800
TIST,DEP,ST THOMAS DEP,118.800
TIST,GND,GND,121.900
TIST,RDO,SAN JUAN RDO,108.600
TIST,TWR,ST THOMAS TWR,118.100
TIST,UNIC,UNICOM,122.950
TISX,A/D,SAN JUAN CNTR,128.650
TISX,ATIS,ATIS,135.650
TISX,CTAF,CTAF,118.600
TISX,GND,GND,121.700
TISX,RDO,SAN JUAN RDO,108.200
TISX,TWR,ST CROIX TWR,118.600
TISX,UNIC,UNICOM,123.000
TJAB,FSS,SAN JUAN RDO,122.200
TJAB,UNIC,CTAF/UNICOM,122.800
TJBQ,A/D,SAN JUAN CNTR,135.700
TJBQ,MISC,AIR CG,34.500
TJBQ,RDO,SAN JUAN RDO,113.500
TJBQ,UNIC,CTAF/UNICOM,123.000
TJIG,A/D,SAN JUAN CNTR,119.400
TJIG,ATIS,ATIS,120.400
TJIG,CTAF,CTAF,135.875
TJIG,GND,GND,121.700
TJIG,OPS,PRARNG OPS,30.400
TJIG,TWR,TWR,135.875
TJMZ,A/D,SAN JUAN CNTR,118.750
TJMZ,CLD,CLNC DEL,121.700
TJMZ,RDO,SAN JUAN RDO,110.600
TJMZ,UNIC,CTAF/UNICOM,122.800
TJPS,A/D,SAN JUAN CNTR,118.750
TJPS,CLD,CLNC DEL,121.900
TJPS,RDO,SAN JUAN RDO,109.000
TJPS,UNIC,CTAF/UNICOM,122.700
TJSJ,APP,SAN JUAN APP,119.400
TJSJ,ATIS,ATIS,125.800
TJSJ,CLD,SAN JUAN CLNC DEL,126.400
TJSJ,GND,GND,121.900
TJSJ,OPS,CORONET OAK OPS,25.280
TJSJ,POST,PRANG COMD POST,139.900
TJSJ,RDO,SAN JUAN RDO,122.200
TJSJ,TWR,SAN JUAN TWR,132.050
TJSJ,UNIC,UNICOM,123.000
TJVQ,A/D,SAN JUAN CERAP,128.650
TJVQ,CTAF,CTAF,123.000
TJVQ,FSS,SAN JUAN RDO,122.200
TJVQ,UNIC,UNICOM,123.000
TKPK,APP,APP,119.600
TKPK,GND,GND,121.900
TKPK,TWR,TWR,118.300
TKPN,GND,GND,121.600
TKPN,TWR,TWR,120.500
TLPC,APP/DEP,APP/DEP,119.800
TLPC,ATIS,ATIS,132.600
TLPC,GND,GND,121.800
TLPC,TWR,TWR,118.000
TLPL,APP,ST LUCIA APP,119.800
TLPL,GND,GND,121.600
TLPL,TWR,TWR,118.300
TNCA,ATIS,ATIS,132.100
TNCA,GND,GND,121.900
TNCA,MISC,SEARCH AND RESCUE,123.100
TNCA,RMP,BEATRIX APRON,121.600
TNCA,TWR,BEATRIX TWR,120.900
TNCB,TWR,TWR,118.700
TNCC,APP,APP,119.600
TNCC,MISC,CATS SVC,131.800
TNCC,OPS,DUTCH OPS CALL HO,24.020
TNCC,POST,IGUANA OPS,25.000
TNCC,TWR,TWR,118.300
TNCE,INFO,FIS,118.100
TNCM,APP,JULIANA APP,128.950
TNCM,TWR,JULIANA TWR,118.700
TNCS,INFO,Saba Information,118.250
TQPF,APP,JULIANA APP,128.950
TQPF,TWR,TWR,118.500
TTCP,APP,PIARCO APP,119.000
TTCP,GND,GND,121.700
TTCP,TWR,TWR,118.400
TTPP,ACC,ACC,123.700
TTPP,APP,APP,119.000
TTPP,ATIS,ATIS,126.700
TTPP,GND,GND,121.900
TTPP,MISC,APRON,121.750
TTPP,RDO,RDO,552.600
TTPP,TWR,TWR,118.100
TUPJ,GND,GND,121.900
TUPJ,TWR,BEEF ISLAND TWR,118.400
TVSA,APP,Argyle Approach,120.800
TVSA,ATIS,,132.550
TVSA,GND,Argyle Ground,121.900
TVSA,TWR,Argyle Tower,118.800
TVSB,GND,GND,121.900
TVSB,TWR,TWR,118.450
TVSC,GND,GND,121.600
TVSC,TWR,TWR,118.050
TVSM,TWR,TWR,123.000
TXKF,APP,NEW YORK APP,119.100
TXKF,CLD,CLNC DEL,124.500
TXKF,CNTR,NEW YORK CNTR,128.500
TXKF,CTAF,CTAF,122.800
TXKF,GND,GND,124.500
TXKF,TWR,TWR,118.100
UAAA,APP,APP,131.600
UAAA,ATIS,ATIS,129.800
UAAA,GCA,RADAR,120.800
UAAA,GND,GND,121.700
UAAA,TWR,TWR,119.400
UAAH,TWR,TWR,128.000
UAAT,TWR,,127.300
UACC,APP,APP,124.600
UACC,ATIS,ATIS,128.300
UACC,RDR,RADAR,120.700
UACC,TWR,TWR,118.700
UADD,APP,APP,122.100
UADD,TWR,TWR,122.100
UAFM,ACC,BISHKEK ACC,132.200
UAFM,ACC,ALMATY ACC,132.800
UAFM,ACC,DUSHANBE ACC,133.100
UAFM,ACC,OSH ACC,133.400
UAFM,APP,APP,124.600
UAFM,GND,GND,121.700
UAFM,GND,GND,30.935
UAFM,MISC,TWR LIAISON,120.150
UAFM,MISC,RADAR LIAISON,30.955
UAFM,OPS,GANCI OPS,34.707
UAFM,PMSV,METRO,30.990
UAFM,PTD,GANCI DISPATCH,26.295
UAFM,TWR,TWR,118.100
UAFO,APP,APP,124.200
UAFO,GCA,GCA,120.600
UAFO,GND,GND,121.800
UAFO,PMSV,METEO,134.200
UAFO,TWR,TWR,118.300
UAFW,APP,BISHKEK APP,124.600
UAFW,TWR,TWR,124.000
UAII,TWR,TWR,118.700
UAKD,TWR,TWR,127.100
UAKK,APP,APP,122.000
UAKK,TWR,TWR,118.300
UARR,TWR,TWR,119.700
UASK,TWR,TWR,134.500
UASP,TWR,TWR,119.800
UASS,TWR,TWR,128.000
UATE,A/G,Aktau Transit (Ground handling service),131.900
UATE,FIS,Aktau Region,124.200
UATE,TWR,Aktau Tower,120.700
UATG,APP,APP,123.700
UATG,TWR,TWR,118.100
UATT,APP,APP,120.900
UATT,TWR,TWR,120.900
UAUU,TWR,TWR,129.300
UBBB,APP,BAKU APP,129.300
UBBB,ATIS,BAKU ATIS,126.800
UBBB,GCA,BAKU PRECISION,119.200
UBBB,GND,BAKU GND,121.700
UBBB,RDR,BAKU RADAR,120.800
UBBB,TWR,BAKU TWR,119.200
UBBG,APP,APP,124.000
UBBG,ATIS,ATIS,119.250
UBBG,TWR,TWR,124.000
UBBN,A/D,APP,127.900
UBBN,ATIS,ATIS,127.500
UBBN,TWR,TWR,118.200
UCFL,TWR,YSYKKUL TWR,118.700
UDLS,TWR,TWR,130.300
UDSG,APP,GYUMRI APP,127.700
UDSG,ATIS,ATIS,128.700
UDSG,TWR,GYUMRI TWR,120.600
UDYE,TWR,TWR,119.400
UDYZ,APP,YEREVAN APP,126.000
UDYZ,ATIS,ATIS,119.500
UDYZ,GND,YEREVAN GND,119.000
UDYZ,TWR,YEREVAN TWR,128.000
UEEE,APP,APP,129.300
UEEE,ATIS,ATIS,126.200
UEEE,GND,GND,121.700
UEEE,RDR,ASR,120.300
UEEE,TWR,TWR,120.000
UELL,TWR,TWR,118.300
UERP,ACC,CON,132.100
UERP,PMSV,METEO,127.200
UERR,APP,APP,125.900
UERR,ATIS,ATIS,126.600
UERR,TWR,LANDING,120.800
UESK,TWR,,123.400
UEST,RDR,KRUG,128.500
UEST,TWR,LANDING,124.000
UGKO,TWR,KUTAISI TWR,125.500
UGSB,TWR,TWR,120.000
UGTB,APP,APP,127.200
UGTB,ATIS,ATIS,132.800
UGTB,GND,GND,119.000
UGTB,TWR,TWR,128.000
UHBB,PMSV,BLAGOVESCHENSK METEO,126.400
UHBB,TWR,BLAGOVESCHENSK START,127.200
UHHH,APP,KHABAROVSK APP,125.200
UHHH,ATIS,KHABAROVSK ATIS,124.875
UHHH,MISC,KHABAROVSK TRANSIT,131.800
UHHH,PMSV,KHABAROVSK VOLMET,127.875
UHHH,RDR,KHABAROVSK KRUG,120.300
UHHH,TWR,KHABAROVSK TWR,119.300
UHMA,APP,ANADYR APP,124.000
UHMA,PMSV,ANADYR METRO,126.200
UHMA,TWR,ANADYR TWR,124.000
UHMD,TWR,TWR,119.300
UHMM,APP,MAGADAN APP,126.900
UHMM,ATIS,ATIS,127.400
UHMM,PMSV,MAGADAN VOLMET,126.200
UHMM,TWR,MAGADAN TWR,120.800
UHMP,APP,APP,124.200
UHPP,ARSA,PETROPAVLOVSK KRUG,119.400
UHPP,TWR,PETROPAVLOVSK START,118.100
UHSS,GCA,RDR,120.600
UHSS,TWR,TWR,120.600
UHWW,ATIS,VLADIVOSTOK ATIS,127.800
UHWW,GND,TAXIING,121.700
UHWW,PMSV,VLADIVOSTOK VOLMET,126.400
UHWW,RDR,Vladivostok Radar,123.400
UHWW,Reserve,for all ATC units,124.000
UHWW,Service,,118.300
UHWW,TWR,Vladivostok Start,119.500
UIAA,ATIS,ATIS,126.400
UIAA,PMSV,CHITA VOLMET,128.300
UIAA,RDR,CHITA RADAR,122.000
UIAA,TWR,CHITA TWR,118.100
UIBB,GND,TAXIING,121.800
UIBB,MISC,TRANSIT,131.800
UIBB,PMSV,METEO,127.200
UIBB,TWR,KRUG,118.100
UIII,APP,APP,125.200
UIII,ATIS,ATIS,124.850
UIII,GND,TAXIING,121.700
UIII,MISC,TRANSIT,131.700
UIII,PMSV,VOLMET,125.475
UIII,RDR,RADAR,119.300
UIII,TWR,TWR,118.100
UIUU,APP,ULAN UDE APP,129.300
UIUU,ATIS,ATIS,126.600
UIUU,TWR,ULAN UDE TWR,118.100
UKBB,ATIS,ATIS,126.700
UKBB,CLD,DLV,130.275
UKBB,GND,GND,118.050
UKBB,OPS,OPS,131.775
UKBB,RDR,KYIV RADAR,124.675
UKBB,TWR,TWR,119.650
UKCM,TWR,TWR,131.500
UKDD,APP,RADAR,119.400
UKDD,GND,GND,121.800
UKDD,PMSV,METEO,134.900
UKDD,TWR,TWR,118.600
UKDE,APP,APP,118.200
UKDE,PMSV,METEO,126.400
UKDE,TWR,TWR,118.200
UKDR,PMSV,KRYVYI RIH METEO,125.875
UKDR,TWR,KRYVYI RIH TWR,120.300
UKFF,APP,RADAR,124.700
UKFF,ATIS,ATIS,127.200
UKFF,GND,GND,119.000
UKFF,OPS,OPS,131.625
UKFF,TWR,TWR,120.800
UKHH,APP,KHARKIV RADAR,118.100
UKHH,GND,KHARKIV GND,119.000
UKHH,PMSV,KHARKIV METEO,127.600
UKHH,TWR,KHARKIV TWR,118.100
UKKE,TWR,TWR,128.700
UKKK,APP,KYIV RADAR,125.300
UKKK,ATIS (eng),METEO,127.475
UKKK,ATIS (rus),Zhuliany ATIS,126.800
UKKK,GND,GND,119.000
UKKK,TWR,Tower,120.700
UKKM,TWR,TWR,118.150
UKLI,APP,FRANKO APP,127.300
UKLI,APP,FRANKO START,128.500
UKLI,PMSV,FRANKO METEO,126.400
UKLI,TWR,FRANKO TWR,118.300
UKLI,TWR,FRANKO START,124.000
UKLL,APP,RADAR,126.000
UKLL,ATIS,ATIS,128.700
UKLL,TWR,TWR,128.000
UKLN,PMSV,METEO,134.900
UKLN,TWR,TWR,121.300
UKLR,TWR,TWR,123.700
UKLT,TWR,TWR,132.700
UKLU,APP,APP,121.900
UKLU,TWR,TWR,134.500
UKON,TWR,TWR,120.700
UKOO,APP,RADAR,120.900
UKOO,ATIS,ATIS,124.800
UKOO,GND,GND,121.800
UKOO,TWR,TWR,125.500
ULAA,APP,ARKHANGELSK APP,122.000
ULAA,ATIS,ARKHANGELSK ATIS,126.675
ULAA,TWR,ARKHANGELSK TWR,121.800
ULLI,ATIS,ATIS (ENG),127.300
ULLI,ATIS,ATIS (RUS),127.400
ULLI,Apron,Pulkovo Apron,120.900
ULLI,DEL,Pulkovo Delivery,121.900
ULLI,GND,Pulkovo Ground,121.700
ULLI,RDR,Pulkovo Radar,120.300
ULLI,RMP,Pulkovo Ramp,119.000
ULLI,TWR,Pulkovo Tower,118.100
ULLI,TWR,Pulkovo Tower,118.700
ULLI,TWR,Pulkovo Tower (for VFR),133.500
ULLI,Transit,Pulkovo Transit,131.800
ULMM,PMSV,METEO,127.400
ULMM,TWR,TWR,120.300
ULOO,TWR,TWR,122.000
ULPB,TWR,PETROZAVODSK TWR,128.000
UMBB,APP,APP,127.700
UMGG,APP,APP,126.100
UMGG,TWR,TWR,118.100
UMII,APP,APP,120.400
UMKK,GND,KALININGRAD GND,126.000
UMKK,MISC,KALININGGRAD TRANSIT,131.700
UMKK,PMSV,KALININGRAD METEO,122.050
UMKK,RDR,KALININGRAD RADAR,126.000
UMKK,TWR,KALININGRAD TWR,129.425
UMKK,VOR-DME,KRD,117.050
UMMG,APP,APP,134.500
UMMS,APP,MINSK APP,125.900
UMMS,ATIS,ATIS,128.850
UMMS,GND,GND,121.700
UMMS,PMSV,MINSK VOLMET,126.675
UMMS,RDR,MINSK RADAR,125.250
UMMS,TWR,TWR,118.300
UMOO,APP,APP,127.100
UNAA,APP,APP,134.300
UNAA,ATIS,ATIS,126.200
UNAA,GND,ABAKAN GROUND,119.000
UNAA,RDR,ASR,120.600
UNAA,TWR,TWR,122.000
UNBB,APP,APP,120.300
UNBB,TWR,TWR,123.500
UNEE,APP,APP,125.500
UNEE,PMSV,METEO,128.700
UNEE,TWR,START,118.300
UNKL,APP,KRASNOYARSK APP,127.700
UNKL,TWR,KRASNOYARSK TWR,118.300
UNKL,TWR,KRASNOYARSK TAXIING,121.900
UNNT,APP,NOVOSIBIRSK APP,127.500
UNNT,ATIS,NOVOSIBIRSK ATIS,127.400
UNNT,GND,NOVOSIBIRSK TAXIING,121.700
UNNT,PMSV,NOVOSIBIRSK VOLMET,128.300
UNNT,RDR,NOVOSIBIRSK KRUG,122.000
UNNT,TWR,NOVOSIBIRSK START,118.500
UNOO,APP,,131.200
UNOO,ATIS,ATIS,126.400
UNOO,GND,TAXIING,121.700
UNOO,RDR,KRUG,119.000
UNOO,TWR,START,119.000
UNTR,CTAF,Beryozkino,119.150
UOHH,PMSV,METEO,126.600
UOHH,RDR,KRUG,118.100
UOHH,TWR,TWR,118.100
UOOO,APP,APP,120.400
UOOO,GND,GND,121.700
UOOO,TWR,TWR,118.300
URKA,APP,ANAPA APP,118.700
URKA,TWR,ANAPA KRUG,119.800
URKK,APP,KRASNODAR APP,129.600
URKK,ATIS,KRASNODRA ATIS,121.800
URKK,GND,KRASNODAR TAXIING,119.000
URKK,RDR,KRASNODAR KRUG,121.300
URKK,TWR,KRASNODAR TWR,118.200
URMG,ATIS,ATIS,127.200
URMG,RADAR,Ermitazh Radar,120.200
URMG,Tower,Ermitazh TWR,120.200
URML,APP,MAKHACHKALA APP,119.700
URML,TWR,MAKHACHKALA TWR,121.300
URMM,APP,APP,119.300
URMM,ATIS,ATIS,127.400
URMM,GND,TAXIING,121.900
URMM,RDR,KRUG,120.700
URMM,TWR,START,128.000
URMN,APP,APP,126.900
URMN,RDR,ASR,126.900
URMN,TWR,TWR,118.300
URMO,MISC,TRANSIT,118.000
URMO,RDR,KRUG,125.200
URMO,TWR,START,118.100
URMT,APP,STAVROPOL APP,120.300
URMT,TWR,STAVROPOL TWR,120.900
URRT,APP,ISTRA,124.000
URRT,APP,GRANIT,130.200
URSS,APP,Apron,118.800
URSS,ATIS,ATIS,129.375
URSS,DELIVERY,Delivery,132.700
URSS,GND,Ground,119.000
URSS,HEL,AREA,118.500
URSS,PMSV,VOLMET,129.375
URSS,TWR,TWR,118.300
URSS,TWR,KRUG,119.700
URSS,TWR,TWR RW 06/24,121.200
URSS,TWR,TWR RW 02/20,135.800
URWA,APP,APP,126.000
URWA,ARSA,KRUG,118.600
URWA,ATIS,ATIS,131.500
URWA,GND,TWR,123.400
URWI,APP,APP,124.200
URWI,TWR,TWR,118.300
URWW,APP,VOLGOGRAD APP,125.300
URWW,ATIS,VOLOGRAD ATIS,132.800
URWW,GCA,GCA,128.000
URWW,GND,GND,119.000
URWW,RDR,ASR,122.000
URWW,TWR,TWR,128.000
USCC,APP,CHELYABINSK APP,124.700
USCC,PMSV,CHELYABINSK METEO,128.300
USCC,TWR,CHELYABINSK START,125.200
USCM,TWR,TWR,120.800
USDD,APP,ASR,120.800
USDD,TWR,TWR,118.600
USHH,APP,ASR,120.400
USHH,MISC,METEO,126.400
USHH,TWR,TWR,118.100
USNN,APP,APP,134.300
USNN,ARSA,KRUG,120.400
USNN,GND,TAXIING,121.700
USNN,PMSV,METEO,126.600
USNN,TWR,TWR,118.100
USPP,APP,PERM APP,127.100
USPP,ATIS,PERM ATIS,126.400
USPP,GND,TAXIING,121.700
USPP,TWR,PREM START,124.000
USRK,ATIS,ATIS,123.400
USRK,MISC,TRANSIT,131.500
USRK,TWR,TWR,119.400
USRR,ATIS,ATIS,124.800
USRR,GND,TAXIING,121.800
USRR,RDR,KRUG,120.300
USRR,TWR,START,120.800
USSS,APP,APP,125.900
USSS,ATIS,ATIS,127.800
USSS,GCA,GCA,120.000
USSS,GND,GND,119.000
USSS,RDR,ASR,118.700
USSS,TWR,TWR,120.000
USTR,APP,TYUMEN APP,126.100
USTR,ATIS,TYUMEN ATIS,121.700
USTR,GND,TYUMEN TAXIING,119.000
USTR,RDR,TYUMEN KRUG,120.400
USTR,TWR,TYUMEN START,118.200
UTAA,APP,APP,123.500
UTAA,GCA,APP,118.700
UTAA,GND,GND,121.700
UTAA,TWR,TWR,120.000
UTAK,APP,APP,120.000
UTAK,GND,GND,121.700
UTAK,MISC,TRANSIT,131.900
UTAK,TWR,TWR,124.000
UTAM,PMSV,METEO,128.300
UTAM,RDR,RADAR,124.000
UTAM,TWR,TWR,122.200
UTAT,APP,APP,130.400
UTAT,TCA,TRANSIT,131.700
UTAV,APP,APP,125.800
UTAV,GND,GND,131.700
UTAV,TWR,TWR,120.600
UTDD,APP,APP,127.100
UTDD,ATIS,ATIS,126.200
UTDD,GND,GND,121.700
UTDD,TWR,TWR,119.200
UTDK,TWR,TWR,118.500
UTDL,APP,APP,124.800
UTDL,GCA,KRUG,120.300
UTDL,PMSV,METEO,127.200
UTDL,TWR,TWR,120.300
UTNU,APP,APP,126.000
UTNU,TWR,TWR,118.300
UTSB,APP,APP,124.600
UTSB,TWR,TWR,120.100
UTSL,APP,APP,131.600
UTSL,PMSV,METRO,34.460
UTSL,POST,COMMAND POST,24.515
UTSL,TWR,TWR,125.175
UTSS,APP,APP,120.800
UTSS,TWR,TWR,118.300
UTST,ACC,SAMARKAND CON,134.300
UTST,RDO,RDO,472.800
UTST,TWR,TWR,118.600
UTTT,APP,TASHKENT APP,125.200
UTTT,ATIS,ATIS,126.800
UTTT,CLD,TASHKENT DELIVERY,129.400
UTTT,GCA,TASHKENT KRUG,119.400
UTTT,GND,TASHKENT GND,121.700
UTTT,TWR,TASHKENT TWR,120.400
UUBP,RDR,KRUG,119.200
UUBP,TWR,TWR,129.800
UUDD,APP,APP,120.600
UUDD,ATIS,ATIS,128.300
UUDD,CLD,DELIVERY,123.750
UUDD,GND,TAXIING,119.000
UUDD,MISC,TRANSIT,129.150
UUDD,PMSV,VOLMET,127.875
UUDD,RDR,KRUG,127.700
UUDD,RMP,APRON,130.600
UUDD,TWR,TWR,118.600
UUDL,APP,APP,120.300
UUDL,ATIS,ATIS,127.350
UUEE,APP,Apron 1 terminal F & Cargo,121.900
UUEE,APP,"Apron 2 terminal D, E & F",123.600
UUEE,APP,Apron 3 terminal A & B,130.350
UUEE,APP,Apron 4 terminal B & C,134.550
UUEE,ATIS,ATIS Arrival,122.075
UUEE,ATIS,ATIS Departure,125.125
UUEE,DELIVERY,Delivery,120.875
UUEE,GND,Ground TWY 1 & B,119.000
UUEE,GND,Ground TWY A,121.800
UUEE,GND,Ground TWY D & E,122.900
UUEE,PMSV,VOLMET,127.875
UUEE,RADAR,,122.700
UUEE,RDR,RADAR,118.100
UUEE,TWR,TWR,120.700
UUEE,TWR,,131.500
UUEM,APP,RDR,120.200
UUEM,GND,GND,124.000
UUEM,TWR,TWR,120.200
UUMU,LANDING,,121.100
UUOB,APP,APP,133.000
UUOB,GND,TAXIING,121.700
UUOB,TWR,TWR,118.200
UUOK,APP,KRUG,131.500
UUOK,GND,TAXIING,120.600
UUOK,PMSV,METRO,127.800
UUOK,TWR,START,131.500
UUOO,APP,VORONEZH APP,125.900
UUOO,GND,VORONEZH TAXIING,121.800
UUOO,PMSV,VORONEZH METEO,120.800
UUOO,RDR,VORONEZH KRUG,119.200
UUOO,TWR,VORONEZH TWR,118.300
UUWW,APP,APP,122.300
UUWW,ATIS,ATIS,125.875
UUWW,GND,TAXIING,120.450
UUWW,RDR,RADAR,126.000
UUWW,TWR,TWR,118.300
UUYY,ARSA,SIVKAR KRUG,118.100
UUYY,MISC,SIVKAR TRANSIT,131.600
UUYY,PMSV,SIVKAR METEO,126.600
UUYY,TWR,SIVKAR TAXIING,121.700
UWGG,APP,NIZHNY APP,124.700
UWGG,ATIS,NIZHNY ATIS,127.800
UWGG,GCA,GCA,120.400
UWGG,GND,GND,121.800
UWGG,RDR,ASR,120.800
UWGG,TWR,TWR,120.400
UWKB,APP,Bugulma Approach / russian only,122.300
UWKB,TWR,Bugulma TWR / russian only,118.000
UWKD,ATIS,ATIS,126.800
UWKD,GND,TAXIING,121.700
UWKD,RDR,RADAR,119.400
UWKD,TWR,TWR,120.300
UWKE,APP,APP,127.900
UWKE,TWR,TWR,121.200
UWKS,TWR,TWR,119.300
UWLL,ATIS,,128.850
UWLL,CTR,Ulyanovsk RADAR,120.800
UWLL,GND,,121.800
UWLL,START,,120.400
UWLL,TWR,,131.300
UWLW,APP,ULYANOVSK APP,127.300
UWLW,RDR,KRUG,126.100
UWLW,TWR,TWR,124.200
UWOO,APP,ACC,132.000
UWOO,ATIS,ATIS,126.400
UWOO,GCA,GCA,128.000
UWOO,GND,GND,121.700
UWOO,RDR,ASR,120.400
UWOO,TWR,TWR,128.000
UWOR,ACC,CON,129.400
UWOR,TWR,TWR,122.700
UWUU,ATIS,ATIS,124.800
UWUU,GND,TAXIING,119.000
UWUU,MISC,TRANSIT,131.700
UWUU,RDR,KRUG,120.900
UWUU,TWR,START,120.900
UWWW,APP,SAMARA APP,124.600
UWWW,ATIS,SAMARA ATIS,134.100
UWWW,GND,SAMARA TAXIING,119.000
UWWW,MISC,SAMARA TRANSIT,131.600
UWWW,PMSV,SAMARA VOLMET,126.875
UWWW,RDR,SAMARA KRUG,128.000
UWWW,TWR,SAMARA TWR,118.200
VAAH,ACC,RADAR,123.750
VAAH,APP,APPROACH,119.800
VAAH,ATIS,ATIS,126.800
VAAH,TWR,TOWER,119.600
VAAU,APP,APP,122.300
VAAU,ATIS,ATIS,127.000
VAAU,TWR,TWR,122.300
VABB,ACC,MUMBAI,120.500
VABB,APP,MUMBAI APP,127.900
VABB,ATIS,MUMBAI ATIS,126.400
VABB,CLD,MUMBAI CLR DELIVERY,121.850
VABB,GND,MUMBAI GND,121.900
VABB,RDO,MUMBAI RDO,1008.400
VABB,RDR,RDR,119.300
VABB,TWR,MUMBAI TWR,118.100
VABJ,APP,APP,123.500
VABJ,TWR,TWR,123.500
VABM,TWR,TWR,123.500
VABO,TWR,BARODA TWR,122.350
VABP,APP,APP,118.050
VABP,ATIS,,127.250
VABP,TWR,TWR,118.050
VABP,VOR,BPL,117.100
VABV,TWR,TWR,120.800
VADN,APP,TWR APP,118.700
VAHB,TWR,TWR,122.200
VAHS,Tower,,120.025
VAID,APP,INDORE APP,122.300
VAID,TWR,INDORE TWR,122.800
VAJB,TWR,TWR,122.300
VAJL,SKYNEX AERO,SKYNEX AERO,131.675
VAJL,TWR,Jalgoan Tower,124.300
VAJM,TWR,TWR,123.500
VAKE,TWR,TWR,122.300
VAKJ,TWR,TWR,118.150
VAKP,TWR,TWR,126.900
VAKS,TWR,TWR,122.300
VALT,TWR,,118.250
VAND,NDD,,113.000
VAND,TWR,,118.750
VANP,A/G,RDO,287.200
VANP,ACC,CON,123.900
VANP,APP,APP,122.700
VANP,GND,GND,121.900
VANP,TWR,TWR,118.100
VAOZ,APP,APP,122.700
VAOZ,TWR,TWR,123.500
VAPO,TWR,POONA TWR,123.500
VAPR,TWR,TWR,122.300
VARK,APP,APP,122.300
VARK,RDO,MUMBAI ACC,125.900
VARK,TWR,TWR,122.100
VARP,TWR,TWR,124.750
VASU,TWR,TWR,123.500
VAUD,TWR,TWR,118.650
VCBI,APP,COLOMBO APP,120.900
VCBI,ATIS,ATIS,127.200
VCBI,GND,COLOMBO GND,121.900
VCBI,TWR,COLOMBO TWR,118.700
VCCA,APP,APP,126.700
VCCA,TWR,TWR,120.500
VCCB,TWR,TWR,118.100
VCCC,APP,APP,119.100
VCCC,CAC,APP,887.900
VCCC,RDO,RDO,124.900
VCCC,TWR,RATMALANA TWR,118.400
VCCG,RDO,GAL OYA RDO,118.100
VCCJ,TWR,TWR,124.300
VCCK,TWR,TWR,118.100
VCCN,TWR,TWR,118.400
VCCS,TWR,TWR,118.100
VCCT,APP,APP,118.100
VCCT,TWR,TWR,126.200
VCCV,TWR,TWR,118.100
VCCW,TWR,TWR,118.100
VCRI,Ground,,121.700
VCRI,Tower,,119.850
VDBG,TWR,TWR,122.400
VDKH,TWR,TWR,129.700
VDPP,ACC,ACC,127.500
VDPP,APP,APP,123.800
VDPP,ATIS,ATIS,127.250
VDPP,TWR,TWR,118.000
VDST,AAS,TWR,122.800
VDSV,KOS VOR-DME,KOS vortac station (top of rwy 21),116.000
VDSV,TWR,VDSV Tower,124.000
VEAT,TWR,TWR,123.500
VEAZ,TWR,TWR,122.300
VEBD,A/G,RDO,293.100
VEBD,APP,APP,131.200
VEBD,TWR,TWR,122.300
VEBI,TWR,TWR,122.300
VEBN,APP,VIBN APP,119.000
VEBN,TWR,TWR,118.100
VEBS,APP,APP,123.500
VEBS,ATIS,ATIS,126.800
VEBS,TWR,TWR,125.150
VECC,ACC,KOLKATA CON,119.300
VECC,ACC,Kolkata Radar,120.575
VECC,ACC,Kolkata Radar,132.350
VECC,ACC,Kolkata Radar,133.750
VECC,APP,KOLKATA APP,127.900
VECC,APP CONTROL,KOLKATA CONTROL,132.450
VECC,ATIS,ATIS,126.400
VECC,GND,KOLKATA GND,121.900
VECC,Oceanic,Kolkata Control,132.450
VECC,RADAR,Feeder AREA-APP,127.300
VECC,TWR,KOLKATA TWR,118.100
VECO,TWR,TWR,122.300
VEGK,APP,APP,122.700
VEGK,TWR,TWR,118.500
VEGT,APP,APP,123.300
VEGT,ATIS,ATIS,126.600
VEGT,GND,GND,121.900
VEGT,TWR,TWR,118.750
VEGY,TWR,TWR,123.500
VEIM,TWR,TWR,123.500
VEJS,TWR,TWR,122.100
VEJT,APP,APP,119.700
VEJT,TWR,TWR,123.500
VEKR,TWR,TWR,122.300
VEKU,APP,APP,122.700
VEKU,RDO,RDO,349.700
