ident,type,name,municipality,iso_country,iso_region,iata_code,elevation_ft,lat,lon
MRSO,small_airport,Santa Maria De Guacimo Airport,Guapiles,CR,CR-L,,33,10.2708,-83.5839
MRSP,small_airport,San Pedro Airport,San Pedro,CR,CR-L,,230,10.4179,-83.7530
MRSQ,small_airport,Sarapigui Airport,San Carlos,CR,CR-H,,164,10.4715,-83.9068
MRST,small_airport,San Agustin Airport,Puntarenas,CR,CR-P,,66,10.0645,-84.8762
MRSV,small_airport,San Vito de Java Airport,Coto Brus,CR,CR-P,TOO,3228,8.8270,-82.9589
MRSX,small_airport,Sixaola Airport,Sixaola,CR,CR-L,,26,9.5039,-82.6314
MRTB,small_airport,Ticaban Airport,Pococi,CR,CR-L,,246,10.3961,-83.8294
MRTG,small_airport,Taboga Airport,Cañas,CR,CR-G,,79,10.3667,-85.1665
MRTL,small_airport,Talolinga Airport,Nicoya,CR,CR-G,,33,10.3084,-85.4684
MRTM,small_airport,Tamarindo Airport,Tamarindo,CR,CR-G,TNO,41,10.3135,-85.8155
MRTR,small_airport,Tambor Airport,Nicoya,CR,CR-P,TMU,33,9.7393,-85.0162
MRTS,small_airport,Santa Teresa Airport,Santa Teresa,CR,CR-P,,84,9.6903,-85.1829
MRUP,medium_airport,Upala Airport,Upala,CR,CR-A,UPL,184,10.8922,-85.0162
MRYT,small_airport,Yucatica Airport,Guacimo,CR,CR-L,,151,10.3333,-83.6667
MRZP,small_airport,Zapotal De Guanacaste Airport,Zapotal,CR,CR-G,,1305,9.9940,-85.3102
MSAC,small_airport,La Aramuaca Airport,San Miguel,SV,SV-SM,,285,13.4480,-88.1201
MSBS,small_airport,Barillas Airport,Barrillas,SV,SV-US,,32,13.2653,-88.4991
MSCD,small_airport,Ceiba Doblada Airport,Ceiba Doblada,SV,SV-US,,10,13.2130,-88.6028
MSCH,small_airport,La Chepona Airport,La Chepona,SV,SV-US,,13,13.1861,-88.4064
MSCM,small_airport,Corral De Mulas Airport,Corral de Mulas,SV,SV-US,,26,13.2056,-88.5473
MSCN,small_airport,Casas Nuevas Airport,Jiquilisco,SV,SV-US,,157,13.3100,-88.5059
MSCR,small_airport,La Carrera Airport,Jiquilisco,SV,SV-US,,254,13.3287,-88.5209
MSES,small_airport,Espiritu Santo Airport,Espíritu Santo,SV,SV-US,,1,13.2193,-88.5540
MSET,small_airport,El Tamarindo Airport,Canoguero,SV,SV-UN,,10,13.1626,-87.9048
MSJC,small_airport,El Jocotillo Airport,El Jocotillo,SV,SV-SO,,127,13.5778,-89.7332
MSLC,small_airport,La Cabaña Airport,La Cabaña,SV,SV-SS,,885,14.0098,-89.1848
MSLD,small_airport,Los Comandos Airport,San Francisco Gotera,SV,SV-MO,,919,13.7262,-88.1067
MSLM,small_airport,Las Mesas Airport,Las Mesas,SV,SV-LI,,187,13.4871,-89.1927
MSLP,large_airport,Monseñor Óscar Arnulfo Romero International Airport,San Salvador (San Luis Talpa),SV,SV-PA,SAL,101,13.4409,-89.0557
MSPT,small_airport,El Platanar Airport,Suchitoto,SV,SV-CU,,1354,13.9453,-89.0628
MSRC,small_airport,El Ronco Airport,Metapán,SV,SV-SA,,1460,14.3187,-89.5069
MSSA,small_airport,El Palmer Airport,Santa Ana,SV,SV-SA,,2229,14.0672,-89.6322
MSSJ,small_airport,Punta San Juan Airport,Corral de Mulas,SV,SV-US,,3,13.1787,-88.4732
MSSM,small_airport,El Papalon Airport,San Miguel,SV,SV-SM,,283,13.4441,-88.1270
MSSN,small_airport,San Ramon Airport,San Ramón,SV,SV-UN,,37,13.1975,-87.9609
MSSS,medium_airport,Ilopango International Airport,San Salvador,SV,SV-SS,ILS,2027,13.6995,-89.1199
MSZT,small_airport,El Zapote Airport,Barra de Santiago,SV,SV-AH,,6,13.7080,-90.0263
MTCA,medium_airport,Antoine-Simon International Airport,Les Cayes,HT,HT-SD,CYA,203,18.2711,-73.7883
MTCH,medium_airport,Cap Haitien International Airport,Cap Haitien,HT,HT-ND,CAP,10,19.7267,-72.1996
MTJA,medium_airport,Jacmel Airport,Jacmel,HT,HT-SE,JAK,167,18.2411,-72.5185
MTJE,medium_airport,Jérémie Airport,Carrefour Sanon,HT,HT-GA,JEE,147,18.6631,-74.1703
MTPP,large_airport,Toussaint Louverture International Airport,Port-au-Prince,HT,HT-OU,PAP,122,18.5800,-72.2926
MTPX,medium_airport,Port-de-Paix Airport,Port-de-Paix,HT,HT-NO,PAX,9,19.9340,-72.8480
MUBA,medium_airport,Gustavo Rizo Airport,Baracoa,CU,CU-14,BCA,26,20.3653,-74.5062
MUBE,small_airport,El Caribe Airport,Alonso de Rojas,CU,CU-01,,29,22.3513,-83.3999
MUBO,small_airport,Batabanó Airport,Batabanó,CU,CU-16,,,22.7186,-82.2686
MUBR,small_airport,Las Brujas Airport,Cayo Santa Maria,CU,CU-07,BWW,13,22.6213,-79.1472
MUBY,medium_airport,Carlos Manuel de Cespedes Airport,Bayamo,CU,CU-12,BYM,203,20.3964,-76.6214
MUCA,medium_airport,Máximo Gómez Airport,Ciro Redondo,CU,CU-08,AVI,335,22.0271,-78.7896
MUCC,medium_airport,Jardines Del Rey Airport,Cayo Coco,CU,CU-08,CCC,13,22.4610,-78.3284
MUCF,medium_airport,Jaime Gonzalez Airport,Cienfuegos,CU,CU-06,CFG,102,22.1500,-80.4142
MUCL,medium_airport,Vilo Acuña International Airport,Cayo Largo del Sur,CU,CU-99,CYO,10,21.6165,-81.5460
MUCM,medium_airport,Ignacio Agramonte International Airport,Camaguey,CU,CU-09,CMW,413,21.4203,-77.8475
MUCO,small_airport,Colón Airport,Colón,CU,CU-04,,155,22.7111,-80.9228
MUCU,medium_airport,Antonio Maceo International Airport,Santiago,CU,CU-13,SCU,249,19.9698,-75.8354
MUCY,small_airport,Cayajabo Airport,Cayajabo,CU,CU-15,,259,22.8644,-82.8558
MUFL,small_airport,Florida Airport,Florida,CU,CU-09,,197,21.4997,-78.2028
MUGM,medium_airport,Leeward Point Field,Guantanamo Bay Naval Station,CU,CU-14,NBW,56,19.9065,-75.2071
MUGT,medium_airport,Mariana Grajales Airport,Guantánamo,CU,CU-14,GAO,56,20.0853,-75.1583
MUHA,large_airport,José Martí International Airport,Havana,CU,CU-03,HAV,210,22.9892,-82.4091
MUHG,medium_airport,Frank Pais International Airport,Holguin,CU,CU-11,HOG,361,20.7856,-76.3151
MUKW,medium_airport,Kawama Airport,Santa Marta,CU,CU-04,VRO,16,23.1240,-81.3016
MULB,small_airport,Ciudad Libertad Airport,Havana,CU,CU-03,,98,23.0939,-82.4381
MULM,medium_airport,La Coloma Airport,Pinar del Rio,CU,CU-01,LCL,131,22.3361,-83.6419
MUMA,small_airport,Alfredo Noa Díaz Airport,Maisí,CU,CU-14,UMA,3,20.2424,-74.1483
MUMG,small_airport,Managua Airport,Managua,CU,CU-03,,377,22.9699,-82.2748
MUMJ,small_airport,Mayajigua Airport,Mayajigua,CU,CU-07,MJG,173,22.2308,-79.0622
MUMO,medium_airport,Orestes Acosta Airport,Moa,CU,CU-11,MOA,16,20.6539,-74.9222
MUMZ,medium_airport,Sierra Maestra International Airport,Manzanillo,CU,CU-12,MZO,112,20.2886,-77.0875
MUNB,medium_airport,San Nicolás de Bari Airport,San Nicolás de Bari,CU,CU-16,,49,22.7565,-81.9207
MUNG,medium_airport,Rafael Cabrera Airport,Nueva Gerona,CU,CU-99,GER,79,21.8347,-82.7838
MUPA,small_airport,Punta Alegre Airport,Punta Alegre,CU,CU-08,,82,22.3800,-78.8175
MUPB,medium_airport,Playa Baracoa Airport,Havana,CU,CU-15,UPB,102,23.0328,-82.5794
MUSA,small_airport,San Antonio de los Baños Airfield,San Antonio de los Baños,CU,CU-15,,164,22.8715,-82.5093
MUSC,medium_airport,Abel Santamaria Airport,Santa Clara,CU,CU-05,SNU,338,22.4922,-79.9436
MUSG,small_airport,Sagua La Grande Airport,Sagua la Grande,CU,CU-05,,36,22.8016,-80.0548
MUSJ,medium_airport,San Julián Air Base,Sandino,CU,CU-01,SNJ,98,22.1005,-84.1574
MUSL,small_airport,Joaquín de Agüero Airport,Nuevitas,CU,CU-09,,14,21.5095,-77.0206
MUSN,medium_airport,Siguanea Airport,Isla de la Juventud,CU,CU-99,SZJ,39,21.6425,-82.9551
MUSS,small_airport,Sancti Spiritus Airport,Sancti Spiritus,CU,CU-07,USS,295,21.9704,-79.4427
MUTD,medium_airport,Alberto Delgado Airport,Trinidad,CU,CU-07,TND,125,21.7883,-79.9972
MUTI,small_airport,Manatí Agricultural Airfield,Manatí,CU,CU-10,,6,21.3106,-76.9200
MUVR,large_airport,Juan Gualberto Gomez International Airport,Matanzas,CU,CU-04,VRA,210,23.0344,-81.4353
MUVT,medium_airport,Hermanos Ameijeiras Airport,Las Tunas,CU,CU-10,VTU,328,20.9876,-76.9358
MWCB,medium_airport,Charles Kirkconnell International Airport,West End,KY,KY-CB,CYB,8,19.6870,-79.8828
MWCL,medium_airport,Edward Bodden Little Cayman Airfield,Blossom Village,KY,KY-LC,LYB,3,19.6602,-80.0888
MWCR,large_airport,Owen Roberts International Airport,George Town,KY,KY-GC,GCM,8,19.2928,-81.3577
MYAB,medium_airport,Clarence A. Bain Airport,Mangrove Cay,BS,BS-SA,MAY,19,24.2877,-77.6846
MYAF,medium_airport,Andros Town Airport,Andros Town,BS,BS-NS,ASD,5,24.6979,-77.7956
MYAK,medium_airport,Congo Town Airport,Andros,BS,BS-SA,TZN,15,24.1587,-77.5898
MYAM,medium_airport,Leonard M Thompson International Airport,Marsh Harbour,BS,BS-CO,MHH,6,26.5107,-77.0843
MYAN,medium_airport,San Andros Airport,Andros Island,BS,BS-NS,SAQ,5,25.0538,-78.0490
MYAP,medium_airport,Spring Point Airport,Spring Point,BS,BS-AK,AXP,11,22.4418,-73.9709
MYAS,small_airport,Sandy Point Airport,Sandy Point,BS,BS-SO,,8,26.0047,-77.3956
MYAT,medium_airport,Treasure Cay Airport,Treasure Cay,BS,BS-CO,TCB,8,26.7453,-77.3913
MYAW,small_airport,Walkers Cay Airport,Walkers Cay,BS,BS-NO,WKR,10,27.2597,-78.4005
MYAX,small_airport,Spanish Cay Airport,,BS,BS-NO,,10,26.9503,-77.5438
MYBC,medium_airport,Chub Cay Airport,Chub Cay,BS,BS-NS,CCZ,5,25.4171,-77.8809
MYBG,medium_airport,Great Harbour Cay Airport,Bullocks Harbour,BS,BS-BY,GHC,18,25.7383,-77.8401
MYBO,heliport,Ocean Cay Heliport,Ocean Cay,BS,BS-BI,,5,25.4249,-79.2102
MYBS,medium_airport,South Bimini Airport,South Bimini,BS,BS-BI,BIM,10,25.6999,-79.2647
MYCA,medium_airport,Arthur's Town Airport,Arthur's Town,BS,BS-CI,ATC,18,24.6294,-75.6738
MYCB,medium_airport,New Bight Airport,Cat Island,BS,BS-CI,TBI,5,24.3153,-75.4523
MYCC,small_airport,Cat Cay Airport,North Cat Cay,BS,BS-BI,CXY,14,25.5544,-79.2754
MYCH,small_airport,Hawks Nest Airport,Hawks Nest Creek,BS,BS-CI,,3,24.1545,-75.5180
MYCI,medium_airport,Colonel Hill Airport,Colonel Hill,BS,BS-CK,CRI,5,22.7456,-74.1824
MYCP,small_airport,Pitts Town Airport,Pitts Town,BS,BS-CK,PWN,,22.8297,-74.3461
MYCS,small_airport,Cay Sal Airport,Cay Sal,BS,BS-BI,,5,23.6976,-80.3898
MYCZ,heliport,AUTEC Heliport,Andros Town,BS,BS-NS,,37,24.7097,-77.7725
MYEB,small_airport,Black Point Airstrip,Black Point,BS,BS-EX,,10,24.0895,-76.3979
MYEF,medium_airport,Exuma International Airport,Moss Town,BS,BS-EX,GGT,9,23.5626,-75.8780
MYEH,medium_airport,North Eleuthera Airport,North Eleuthera,BS,BS-HI,ELH,13,25.4749,-76.6835
MYEL,small_airport,Lee Stocking Airport,Lee Stocking,BS,BS-EX,,,23.7756,-76.1036
MYEM,medium_airport,Governor's Harbour Airport,Governor's Harbour,BS,BS-CE,GHB,26,25.2847,-76.3310
MYEN,medium_airport,Normans Cay Airport,Normans Cay,BS,BS-EX,NMC,8,24.5943,-76.8202
MYER,medium_airport,Rock Sound Airport,Rock Sound,BS,BS-SE,RSD,10,24.8951,-76.1769
MYES,medium_airport,Staniel Cay Airport,Staniel Cay,BS,BS-EX,TYM,5,24.1691,-76.4391
MYEY,small_airport,Torch Cay Airport,Hog Cay,BS,BS-EX,,10,23.3972,-75.4969
MYGD,small_airport,Deep Water Cay Airport,Deep Water Cay,BS,BS-EG,,,26.6317,-77.9217
MYGF,medium_airport,Grand Bahama International Airport,Freeport,BS,BS-FP,FPO,7,26.5587,-78.6956
MYGM,small_airport,Grand Bahama Auxiliary Airfield,High Rock,BS,BS-EG,,8,26.6319,-78.3592
MYGW,small_airport,West End Airport,West End,BS,BS-WG,WTD,5,26.6853,-78.9750
MYIG,medium_airport,Inagua Airport,Matthew Town,BS,BS-IN,IGA,8,20.9750,-73.6669
MYLD,medium_airport,Deadman's Cay Airport,Deadman's Cay,BS,BS-LI,LGI,9,23.1790,-75.0936
MYLR,medium_airport,Hard Bargain Airport,,BS,BS-LI,,,23.0112,-74.9059
MYLS,medium_airport,Stella Maris Airport,Stella Maris,BS,BS-LI,SML,10,23.5823,-75.2686
MYMM,medium_airport,Mayaguana Airport,Abraham Bay Settlement,BS,BS-MG,MYG,11,22.3795,-73.0135
MYNN,large_airport,Lynden Pindling International Airport,Nassau,BS,BS-NP,NAS,16,25.0390,-77.4662
MYRD,medium_airport,Duncan Town Airport,Duncan Town,BS,BS-RI,DCT,6,22.1818,-75.7295
MYRP,small_airport,Rum Cay International Airport,Port Nelson,BS,BS-RC,RCY,15,23.6834,-74.8363
MYSM,medium_airport,San Salvador Airport,San Salvador,BS,BS-SS,ZSA,24,24.0633,-74.5240
MYXC,small_airport,Hog Key Airport,Long Island,BS,BS-LI,,5,23.6007,-75.3393
MYXD,small_airport,Leaf Cay Airport,Leaf Cay,BS,BS-EX,,,24.1496,-76.4735
MYXF,small_airport,Little Darby Island Airport,Little Darby Island,BS,BS-EX,,,23.8581,-76.2231
MYXH,small_airport,Sampson Cay Airport,Sampson Cay,BS,BS-EX,,8,24.2160,-76.4785
MZBZ,large_airport,Philip S. W. Goldson International Airport,Belize City,BZ,BZ-BZ,BZE,15,17.5400,-88.3036
MZJC,small_airport,Johnny Chan Chen Airstrip,Chan Chen,BZ,BZ-CZL,,26,18.4403,-88.4533
MZMF,small_airport,San Ignacio Town (Maya Flats) Airstrip,Maya Flats,BZ,BZ-CY,CYD,351,17.1049,-89.1011
MZPL,medium_airport,Placencia Airport,Placencia,BZ,BZ-SC,PLJ,3,16.5370,-88.3615
NCAI,small_airport,Aitutaki Airport,Aitutaki,CK,CK-U-A,AIT,14,-18.8309,-159.7640
NCAT,small_airport,Enua Airport,Atiu Island,CK,CK-U-A,AIU,36,-19.9678,-158.1190
NCMG,small_airport,Mangaia Island Airport,Mangaia Island,CK,CK-U-A,MGS,45,-21.8960,-157.9067
NCMH,small_airport,Manihiki Island Airport,Manihiki Island,CK,CK-U-A,MHX,,-10.3767,-161.0020
NCMK,small_airport,Mauke Airport,Mauke Island,CK,CK-U-A,MUK,26,-20.1361,-157.3450
NCMN,small_airport,Manuae Airport,Manuae,CK,CK-U-A,,15,-19.2692,-158.9594
NCMR,small_airport,Mitiaro Island Airport,Mitiaro Island,CK,CK-U-A,MOI,25,-19.8425,-157.7030
NCPK,small_airport,Pukapuka Island Airport,Pukapuka Atoll,CK,CK-U-A,PZK,20,-10.9145,-165.8393
NCPY,small_airport,Tongareva Airport,Penrhyn Island,CK,CK-U-A,PYE,8,-9.0144,-158.0324
NCRG,medium_airport,Rarotonga International Airport,Avarua,CK,CK-U-A,RAR,19,-21.2027,-159.8060
NFCI,small_airport,Cicia Airport,Cicia,FJ,FJ-E,ICI,13,-17.7433,-179.3420
NFCS,seaplane_base,Castaway Island Seaplane Base,Castaway Island,FJ,FJ-W,CST,0,-17.7358,177.1290
NFFA,small_airport,Ba Airport,Ba,FJ,FJ-W,,20,-17.5308,177.6905
NFFN,medium_airport,Nadi International Airport,Nadi,FJ,FJ-W,NAN,59,-17.7554,177.4430
NFFO,small_airport,Malolo Lailai Island Airport,Malolo Lailai Island,FJ,FJ-W,PTF,10,-17.7784,177.1970
NFFR,small_airport,Rabi Island Airport,Rabi Island,FJ,FJ-N,RBI,88,-16.5337,179.9757
NFGO,small_airport,Mago Island Airstrip,Mago Island,FJ,FJ-E,,315,-17.4386,-179.1636
NFKB,small_airport,Kaibu Island Airport,Kaibu Island,FJ,FJ-N,,,-17.2542,-179.4890
NFKD,small_airport,Vunisea Airport,Vunisea,FJ,FJ-E,KDV,6,-19.0581,178.1570
NFMA,small_airport,Mana Island Airport,Mana Island,FJ,FJ-W,MNF,,-17.6728,177.0985
NFMO,small_airport,Moala Airport,Moala,FJ,FJ-E,MFJ,13,-18.5667,179.9510
NFNA,medium_airport,Nausori International Airport,Nausori,FJ,FJ-C,SUV,17,-18.0433,178.5590
NFNB,small_airport,Levuka Airfield,Bureta,FJ,FJ-E,LEV,11,-17.7111,178.7590
NFND,small_airport,Nanuku Airport,Nanuku Auberge Resort,FJ,FJ-C,PHR,21,-18.2553,178.0492
NFNG,small_airport,Ngau Airport,Ngau,FJ,FJ-E,NGI,50,-18.1156,179.3400
NFNH,small_airport,Laucala Island Airport,Laucala Island,FJ,FJ-N,LUC,10,-16.7481,-179.6670
NFNK,small_airport,Lakeba Island Airport,Lakeba Island,FJ,FJ-E,LKB,280,-18.1992,-178.8170
NFNL,medium_airport,Labasa Airport,Labasa,FJ,FJ-N,LBS,44,-16.4667,179.3400
NFNM,small_airport,Matei Airport,Matei,FJ,FJ-N,TVU,60,-16.6906,-179.8770
NFNO,small_airport,Koro Island Airport,Koro Island,FJ,FJ-E,KXF,358,-17.3458,179.4220
NFNR,small_airport,Rotuma Airport,Rotuma,FJ,FJ-R,RTA,22,-12.4825,177.0710
NFNS,small_airport,Savusavu Airport,Savusavu,FJ,FJ-N,SVU,17,-16.8034,179.3406
NFNW,small_airport,Wakaya Island Airport,Wakaya Island,FJ,FJ-E,KAY,130,-17.6170,179.0170
NFOL,small_airport,Ono-i-Lau Airport,Ono-i-Lau,FJ,FJ-E,ONU,110,-20.6589,-178.7411
NFRS,seaplane_base,Treasure Island Seaplane Base,Treasure Island Resort,FJ,FJ-W,,0,-17.6554,177.2654
NFSW,small_airport,Yasawa Island Airport,Yasawa Island,FJ,FJ-W,YAS,29,-16.7589,177.5450
NFTE,small_airport,Kaufana Airport,Eua Island,TO,TO-01,EUA,325,-21.3783,-174.9580
NFTF,medium_airport,Fua'amotu International Airport,Nuku'alofa,TO,TO-04,TBU,126,-21.2412,-175.1500
NFTL,medium_airport,Lifuka Island Airport,Lifuka,TO,TO-02,HPA,31,-19.7770,-174.3410
NFTO,small_airport,Mata'aho Airport,"Angaha, Niuafo'ou Island",TO,TO-03,NFO,160,-15.5706,-175.6313
NFTP,small_airport,Kuini Lavenia Airport,Niuatoputapu,TO,TO-03,NTT,30,-15.9773,-173.7911
NFTV,medium_airport,Vava'u International Airport,Vava'u Island,TO,TO-05,VAV,236,-18.5853,-173.9620
NFUL,seaplane_base,Turtle Island Seaplane Base,Nanuya Levu Island,FJ,FJ-W,TTL,0,-16.9660,177.3680
NFVB,small_airport,Vanua Balavu Airport,Vanua Balavu,FJ,FJ-E,VBV,76,-17.2690,-178.9760
NFVL,small_airport,Vatulele Airport,Vatulele,FJ,FJ-W,VTF,36,-18.5125,177.6390
NGAB,small_airport,Abaiang Airport,Abaiang,KI,KI-G,ABF,26,1.7986,173.0410
NGBR,small_airport,Beru Airport,Beru,KI,KI-G,BEZ,6,-1.3547,176.0070
NGFU,medium_airport,Funafuti International Airport,Funafuti,TV,TV-FUN,FUN,9,-8.5250,179.1960
NGKT,small_airport,Kuria Airport,Kuria,KI,KI-G,KUC,,0.2186,173.4420
NGMA,small_airport,Maiana Airport,Maiana,KI,KI-G,MNK,8,1.0036,173.0310
NGMK,small_airport,Marakei Airport,Marakei,KI,KI-G,MZK,10,2.0586,173.2710
NGMN,small_airport,Makin Island Airport,Makin Island,KI,KI-G,MTK,,3.3744,172.9920
NGNU,small_airport,Nikunau Airport,Nikunau,KI,KI-G,NIG,6,-1.3144,176.4100
NGON,small_airport,Onotoa Airport,Onotoa,KI,KI-G,OOT,7,-1.7961,175.5260
NGTA,medium_airport,Bonriki International Airport,Tarawa,KI,KI-G,TRW,9,1.3816,173.1470
NGTB,small_airport,Abemama Airport,Abemama,KI,KI-G,AEA,8,0.4908,173.8303
NGTE,medium_airport,Tabiteuea North Airport,,KI,KI-G,TBF,7,-1.2245,174.7760
NGTM,small_airport,Tamana Island Airport,Tamana Island,KI,KI-G,TMN,,-2.4858,175.9700
NGTO,small_airport,Nonouti Airport,Nonouti,KI,KI-G,NON,10,-0.6397,174.4280
NGTR,small_airport,Arorae Island Airport,Arorae Island,KI,KI-G,AIS,,-2.6162,176.8022
NGTS,small_airport,Tabiteuea South Airport,Tabiteuea South,KI,KI-G,TSU,,-1.4744,175.0640
NGTU,small_airport,Butaritari Airport,Butaritari,KI,KI-G,BBG,5,3.0858,172.8110
NGUK,small_airport,Aranuka Airport,Buariki,KI,KI-G,AAK,6,0.1853,173.6370
NIUE,medium_airport,Niue International Airport,Alofi,NU,NU-U-A,IUE,209,-19.0790,-169.9256
NLWF,small_airport,Pointe Vele Airport,Futuna Island,WF,WF-U-A,FUT,20,-14.3116,-178.0665
NLWW,medium_airport,Hihifo Airport,Wallis Island,WF,WF-U-A,WLS,79,-13.2383,-176.1990
NSAS,small_airport,Ofu Airport,Ofu,AS,AS-MA,OFU,9,-14.1844,-169.6700
NSAU,small_airport,Asau Airport,Asau,WS,WS-VS,AAU,,-13.5051,-172.6279
NSFA,medium_airport,Faleolo International Airport,Apia,WS,WS-AA,APW,58,-13.8300,-172.0080
NSFI,small_airport,Fagali'i Airport,Apia,WS,WS-TU,FGI,131,-13.8492,-171.7399
NSFQ,small_airport,Fitiuta Airport,Fitiuta Village,AS,AS-MA,FTI,110,-14.2161,-169.4238
NSMA,small_airport,Maota Airport,Maota,WS,WS-PA,MXS,,-13.7423,-172.2580
NSTU,medium_airport,Pago Pago International Airport,Pago Pago,AS,AS-WT,PPG,32,-14.3310,-170.7100
NTAA,large_airport,Faa'a International Airport,Papeete,PF,PF-U-A,PPT,5,-17.5537,-149.6070
NTAM,small_airport,Rimatara Airport,Rimatara Island,PF,PF-U-A,RMT,60,-22.6373,-152.8059
NTAR,medium_airport,Rurutu Airport,,PF,PF-U-A,RUR,18,-22.4341,-151.3610
NTAT,medium_airport,Tubuai Airport,,PF,PF-U-A,TUB,7,-23.3654,-149.5240
NTAV,small_airport,Raivavae Airport,,PF,PF-U-A,RVV,7,-23.8852,-147.6620
NTGA,medium_airport,Anaa Airport,Anaa,PF,PF-U-A,AAA,10,-17.3526,-145.5100
NTGB,medium_airport,Fangatau Airport,Fangatau,PF,PF-U-A,FGU,9,-15.8200,-140.8881
NTGC,medium_airport,Tikehau Airport,,PF,PF-U-A,TIH,6,-15.1196,-148.2310
NTGD,small_airport,Apataki Airport,Apataki,PF,PF-U-A,APK,8,-15.5736,-146.4150
NTGE,medium_airport,Reao Airport,Reao,PF,PF-U-A,REA,12,-18.4665,-136.4386
NTGF,medium_airport,Fakarava Airport,,PF,PF-U-A,FAV,13,-16.0541,-145.6570
NTGG,small_airport,Nengo-Nengo Airport,Nengonengo Atoll,PF,PF-U-A,,21,-18.7506,-141.7591
NTGH,small_airport,Hikueru Airport,Hikueru,PF,PF-U-A,HHZ,12,-17.5483,-142.6120
NTGI,medium_airport,Manihi Airport,,PF,PF-U-A,XMH,14,-14.4368,-146.0700
NTGJ,medium_airport,Totegegie Airport,,PF,PF-U-A,GMR,7,-23.0799,-134.8900
NTGK,medium_airport,Kaukura Airport,Raitahiti,PF,PF-U-A,KKR,11,-15.6633,-146.8850
NTGM,medium_airport,Makemo Airport,Makemo,PF,PF-U-A,MKP,3,-16.5839,-143.6580
NTGN,small_airport,Napuka Island Airport,Napuka Island,PF,PF-U-A,NAU,7,-14.1774,-141.2661
NTGO,small_airport,Tatakoto Airport,Tatakoto,PF,PF-U-A,TKV,12,-17.3552,-138.4473
NTGP,small_airport,Puka Puka Airport,,PF,PF-U-A,PKP,5,-14.8096,-138.8126
NTGQ,small_airport,Pukaruha Airport,Pukaruha,PF,PF-U-A,PUK,5,-18.2957,-137.0163
NTGR,small_airport,Aratika-Perles Airport,Aratika Atoll,PF,PF-U-A,,7,-15.6229,-145.4966
NTGS,small_airport,Marutea Airport,Auorotini,PF,PF-U-A,,10,-21.4822,-135.6371
NTGT,medium_airport,Takapoto Airport,,PF,PF-U-A,TKP,12,-14.7095,-145.2460
NTGU,medium_airport,Arutua Airport,,PF,PF-U-A,AXR,9,-15.2483,-146.6170
NTGV,medium_airport,Mataiva Airport,,PF,PF-U-A,MVT,11,-14.8681,-148.7170
NTGW,small_airport,Nukutavake Airport,Nukutavake,PF,PF-U-A,NUK,17,-19.2846,-138.7684
NTGY,small_airport,Tureia Airport,Tureia,PF,PF-U-A,ZTA,12,-20.7843,-138.5680
NTHE,medium_airport,Ahe Airport,Ahe Atoll,PF,PF-U-A,AHE,11,-14.4281,-146.2570
NTKA,small_airport,Kauehi Airport,Kauehi,PF,PF-U-A,KHZ,13,-15.7806,-145.1284
NTKF,small_airport,Faaite Airport,Faaite,PF,PF-U-A,FAC,7,-16.6866,-145.3294
NTKH,small_airport,Fakahina Airport,Fakahina,PF,PF-U-A,FHZ,3,-15.9923,-140.1642
NTKK,small_airport,Aratika Nord Airport,,PF,PF-U-A,RKA,10,-15.4857,-145.4648
NTKM,small_airport,Takume Airport,Takume,PF,PF-U-A,TJN,7,-15.8574,-142.2665
NTKN,small_airport,Naiu Airport,Naiu Atoll,PF,PF-U-A,NIU,50,-16.1193,-146.3688
NTKO,small_airport,Raroia Airport,Raroia,PF,PF-U-A,RRR,18,-16.0505,-142.4766
NTKR,medium_airport,Takaroa Airport,,PF,PF-U-A,TKX,13,-14.4558,-145.0250
NTKT,small_airport,Katiu Airport,Katiu,PF,PF-U-A,KXU,7,-16.3397,-144.4080
NTKU,small_airport,Nukutepipi Airport,Nukutepipi,PF,PF-U-A,NKP,32,-20.7001,-143.0459
NTMD,medium_airport,Nuku Hiva Airport,Nuku Hiva,PF,PF-U-A,NHV,220,-8.7956,-140.2290
NTMN,medium_airport,Hiva Oa-Atuona Airport,Hiva Oa Island,PF,PF-U-A,AUQ,1481,-9.7688,-139.0110
NTMP,small_airport,Ua Pou Airport,Ua Pou,PF,PF-U-A,UAP,16,-9.3517,-140.0780
NTMU,small_airport,Ua Huka Airport,Ua Huka,PF,PF-U-A,UAH,160,-8.9362,-139.5541
NTTB,medium_airport,Bora Bora Airport,Motu Mute,PF,PF-U-A,BOB,10,-16.4444,-151.7510
NTTE,small_airport,Tetiaroa Airport,Tetiaroa,PF,PF-U-A,TTI,7,-17.0151,-149.5894
NTTG,medium_airport,Rangiroa Airport,,PF,PF-U-A,RGI,10,-14.9543,-147.6610
NTTH,medium_airport,Huahine-Fare Airport,Fare,PF,PF-U-A,HUH,7,-16.6871,-151.0216
NTTM,medium_airport,Moorea Temae Airport,Moorea-Maiao,PF,PF-U-A,MOZ,9,-17.4898,-149.7618
NTTO,medium_airport,Hao Airport,Otepa,PF,PF-U-A,HOI,10,-18.0748,-140.9460
NTTP,medium_airport,Maupiti Airport,,PF,PF-U-A,MAU,15,-16.4265,-152.2440
NTTR,medium_airport,Raiatea Airport,Uturoa,PF,PF-U-A,RFP,3,-16.7229,-151.4660
